PROVINCE / LGU,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Gen. Emilio Aguinaldo,-,-,2.7500,1.7672,1.4352,1.7500,0.8607,1.1250,1.2105,0.8037
Gen. Mariano Alvarez,3.6877,3.3915,2.7500,1.9257,1.4352,1.3889,0.7759,1.1250,1.7404,1.0884
General Trias,3.6877,3.3915,2.7500,1.7672,1.5816,1.3889,1.7254,1.0714,1.4359,1.1130
Imus,3.5256,3.1703,2.7500,1.7672,1.5816,1.3889,1.7254,1.0714,1.4359,1.1130
Indang,3.6877,3.3915,2.7500,1.9257,1.4352,1.3889,0.7759,1.1250,1.8606,1.0884
Kawit,3.6877,3.3915,2.7500,1.9257,1.4352,1.3889,0.7759,1.1250,1.8606,1.0884
Magallanes (CE),-,-,2.7500,1.7672,1.4352,1.7500,0.9375,1.1250,1.9994,1.2000
Maragondon,-,3.7393,2.7500,1.7672,1.4352,1.7500,0.9375,1.1250,1.9994,1.2000
Mendez,-,-,2.7500,1.7672,1.4352,1.7500,0.9375,1.1250,1.9994,1.2000
Naic,3.6877,3.3915,2.7500,1.9257,1.4352,1.3889,0.7759,1.1250,1.8606,1.0884
Noveleta,-,3.7393,2.7500,1.7672,1.4352,1.7500,0.9375,1.1250,1.9994,1.2000
Rosario (CE),3.6877,3.3915,2.7500,1.9257,1.4352,1.3095,0.7759,1.1250,1.8606,1.0884
Silang,3.6877,3.3915,2.7500,1.9257,1.4352,1.3095,0.7759,1.1250,1.8606,1.0884
Tagaytay,3.5256,3.1703,2.7500,1.7672,1.5816,1.3889,1.7254,1.0714,1.4359,1.1130
Tanza,3.6877,3.3915,2.7500,1.9257,1.4352,1.3889,0.7759,1.1250,1.8606,1.0884
Ternate,-,-,2.7500,1.7672,1.4352,1.7500,0.9375,1.1250,1.9994,1.2000
Trece Martires,3.5256,3.1703,2.7500,1.7672,1.5816,1.3889,1.7254,1.0714,1.4359,1.1130
Angono,4.0709,3.5368,4.1667,2.0946,1.4352,1.5873,0.6897,0.6875,1.8269,0.6293
Antipolo,4.0385,3.3062,4.1667,1.9828,1.5816,1.5873,1.6549,0.6169,1.2564,0.6435
Baras (RL),-,3.8996,4.1667,1.9828,1.4352,2.0000,0.8333,0.6875,1.9993,0.8625
Binangonan,4.0709,3.5368,4.1667,2.0946,1.4352,1.5873,0.6897,0.6875,1.8269,0.6293
Cainta,4.0709,3.5368,4.1667,2.0946,1.4352,1.5873,0.6897,0.6875,1.8269,0.6293
Cardona,-,3.8996,4.1667,1.9828,1.4352,2.0000,0.8333,0.6875,1.9989,0.8625
Jalajala,-,3.8996,4.1667,1.9828,1.4352,2.0000,0.8333,0.6875,1.9993,0.8625
Morong (RL),-,3.5368,4.1667,2.0946,1.4352,1.5873,0.6897,0.6875,1.8269,0.6293
Pililla,4.0709,3.5368,4.1667,2.0946,1.4352,1.5873,0.6897,0.6875,1.8269,0.6293
Rodriguez,4.0709,3.5368,4.1667,2.0946,1.4352,1.5873,0.6897,0.6875,1.8269,0.6293
San Mateo (RL),4.0709,3.5368,4.1667,2.0946,1.4352,1.5873,0.6897,0.6875,1.8269,0.6293
Tanay,4.0709,3.5368,4.1667,2.0946,1.4352,1.5873,0.6897,0.6875,1.8269,0.6293
Taytay (RL),4.0709,3.5368,4.1667,2.0946,1.4352,1.5873,0.6897,0.6875,1.8269,0.6293
Teresa,4.0709,3.5368,4.1667,2.0946,1.4352,1.5873,0.6897,0.6875,1.8269,0.6293
