Location,URL,SKU,Title,Price,Category,Num_Bedrooms,Num_Bathrooms,Floor_Area,Land_Area,Description,Agent_Name,Agent_Link,Agent_Verification,File,Latitude,Longitude,LRTHubName,LRTHubDist,BusHubName,BusHubDist,HospitalHubName,HospitalHubDist,MallHubName,MallHubDist,SchoolHubName,SchoolHubDist,BusCount,HospitalCount,MallCount,SchoolCount,Concat,Property Type,Processed_Location,Matched_Zonal_Value
"Sabang, Naic",https://www.lamudi.com.ph/projects/cavite-technopark/cavite-technopark-lot-area-11-147sqm-8-5k-per-sqm-17217230098/,LA669F68813026APH,"Cavite Technopark Lot Area 11,147sqm 8.5K per sqm",94749500.0,land,0.0,0.0,0.0,11147.0,"Cavite Technopark, Naic, Cavite Lot Area 11,147sqm Buildable Area 7,800sqm Selling Price 8.5K per sqm Negotiable",Ken Badillos,https://www.lamudi.com.ph/ken-badillos/,FULLY VERIFIED,Cavite,120.799295,14.319351,NIOG,23.2384291828966,n11377445569,2.4977054111501,n8857382811,2.58921832376572,The Stadium Shopping Strip	,2.66092671709482,w756116607,0.81089463091419,0,0,0,1,94749500.0 land 0.0 0.0 0.0 11147.0,CR,sabang naic,49000
"Zambal, Tagaytay",https://www.lamudi.com.ph/buy/cavite/tagaytay/farm-lot-for-sale-in-tagaytay-city-mc-171927983350/,LA667A20D9E6F57PH,Farm Lot For Sale in Tagaytay City MC,32500000.0,land,0.0,0.0,0.0,6500.0," LOT FOR SALE Location Brgy. Zambal, Tagaytay City Lot Size 6,500sqm Selling Price PHP5,000 per sqm TOTAL PRICE PHP32,500,000 NEARBY Antonis Restaurant Twinlakes By Pass Road CASH ONLY",Ms. Michelle,https://www.lamudi.com.ph/michelle-sampaga-agn/,FULLY VERIFIED,Cavite,120.894332,14.101885,NIOG,40.1958507530222,n4447871394,1.51372414327538,w239900445,4.92656749579231,Robinsons Tagaytay	,5.34554502785923,w1099799908,0.400269219792242,0,0,0,3,32500000.0 land 0.0 0.0 0.0 6500.0,CR,zambal tagaytay,44000
"Daang Hari Road, Bacoor",https://www.lamudi.com.ph/buy/cavite/bacoor/6639-sqm-commercial-lot-for-sale-in-bacoor-cavite-172016456183/,LA6687A0D1B619DPH,6639 sqm Commercial lot for sale in Bacoor Cavite,89626500.0,land,0.0,0.0,0.0,6639.0," FOR DIRECT CLIENT ONLY PROPPERTY CODE CLT0032 Commercial Lot for SALE NEAR SM CITY MOLINO and DAANG HARI Bacoor, Cavite Lot Size 6,639 square meters Price 89,626,500 gross asking or Or 13,500 per sqm negotiable FOR DIRECT CLIENT ONLY FOR DI",Bridgette Aloya,https://www.lamudi.com.ph/-agn-61008/,FULLY VERIFIED,Cavite,120.9909738,14.3824796,NIOG,9.16683729055828,n7094958583,0.183679986776836,w497156008,1.32459759630505,SOMO - A Vista Mall,1.2748248567011,w1137616410,0.299470454677377,3,0,0,4,89626500.0 land 0.0 0.0 0.0 6639.0,CR,daang hari road bacoor,250000
"Amuyong, Alfonso",https://www.lamudi.com.ph/buy/cavite/alfonso/lot-for-sale-along-tagaytay-nasugbo-road-near-twin-171384444744/,LA662730DF3DB07PH,"lot for sale along tagaytay nasugbo road, near twinlakes",500000000.0,land,0.0,0.0,0.0,20000.0,Agricultural Lot for Sale along Tagaytay Nasugbu Highway. Lot for sale along the highway Description Lot size 2 hectares Documents Titled 3 titles Location Alfonso Cavite Features Along Nasugbu tagaytay highway in Alfonso Cavite ,Cris Medina,https://www.lamudi.com.ph/-12117/,FULLY VERIFIED,Cavite,120.8528603,14.0740503,NIOG,44.1829170234738,n4677853889,0.779670640404904,w687808036,1.70854071552693,Twin Lakes by Megaworld,0.766342526675187,w162202494,0.310241785341081,2,0,1,4,500000000.0 land 0.0 0.0 0.0 20000.0,CR,amuyong alfonso,44000
"Salawag, Dasmariñas",https://www.lamudi.com.ph/projects/the-courtyards-vermosa/1-512-sq-m-lot-for-sale-at-the-courtyards-vermosa-168976572368/,LA64B7765B643D5PH,"1,512 sq.m. Lot for Sale at The Courtyards Vermosa, Dasmariñas, Cavite",81000000.0,land,0.0,0.0,0.0,1512.0,"TG CP482.7 1,004 Lot for Sale at The Courtyards Vermosa, Cavite 81M NET Phase1B 3 adjacent lots 504 504 504 sqm Lot Area 1,512 sqm Description The Courtyards at Vermosa 4 adjacent lots for sale 504 square each ",Realus Realtors,https://www.lamudi.com.ph/-agn-740791/,FULLY VERIFIED,Cavite,120.987297,14.342521,NIOG,13.2835905668804,n6205711126,0.370304924095025,w1318774954,1.29969409344669,The District Dasmariñas by Ayala Malls,2.01626798210059,w1318774953,1.3428309525162,5,0,0,0,81000000.0 land 0.0 0.0 0.0 1512.0,CR,salawag dasmariñas,50000
"Cabilang Baybay, Carmona",https://www.lamudi.com.ph/projects/southwoods-residences/las-villas-southwoods-commercial-lot-for-sale-at-c-168164722388/,LA62B1B9C8B31DBPH,"Las Villas Southwoods Commercial Lot for Sale at Carmona, Cavite",428415000.0,land,0.0,0.0,0.0,6591.0,"FOR SALE Commercial Lot for Sale in Southwoods Lot Area 6,591 sqm facing southwest corner lot 58.39 frontage facing SLEX Southbound toll gate 107.04 depth approx. personally owned CGT for the account of the seller DST, Transfer, Reg Fee, and",Raphael Santos,https://www.lamudi.com.ph/raphael-santos/,FULLY VERIFIED,Cavite,121.0428142,14.3197144,NIOG,17.877232859216,n6846023682,0.429861853785194,n1948658013,1.15547012146721,Walter Mart Carmona	,1.13462204710789,w808629497,0.763624013654262,7,0,0,1,428415000.0 land 0.0 0.0 0.0 6591.0,CR,cabilang baybay carmona,54000
"Iruhin East, Tagaytay",https://www.lamudi.com.ph/buy/cavite/tagaytay/for-sale-19330-sqm-scenic-view-ridge-lot-tagaytay-171107908268/,LA65FCFEAA21854PH,FOR SALE 19330 SQM SCENIC VIEW RIDGE LOT TAGAYTAY CITY,155000000.0,land,0.0,0.0,0.0,19330.0,"along the Tagaytay Ridge, around 8 kms. Northeast of the Tagaytay city Rotonda Area approximately 19,330 sqms. Elevation Around 700 meters above sea level Temperature climate Ranges from 21.6 degrees C to 24.4 degrees C Terrain Sloping Downwards towa",June Mendoza,https://www.lamudi.com.ph/antonio-a-mendoza-jr-prc-reb-6160/,FULLY VERIFIED,Cavite,121.0133973,14.1388739,NIOG,35.9479690462094,n5060425128,2.57650567420997,w456927194,5.11613511766846,Fora Mall,6.07776012743004,w980936594,1.25422303955798,0,0,0,0,155000000.0 land 0.0 0.0 0.0 19330.0,CR,iruhin east tagaytay,37000
"Salitran I, Dasmariñas",https://www.lamudi.com.ph/buy/cavite/dasmarinas/32390-sqm-commercial-vacant-lot-for-sale-along-aguinaldo-highway/,NO566LA24XHZINTRESPH,"Vacant Commercial Lot for sale, Along Aguinaldo highway, Dasmariñas",600000000.0,land,0.0,0.0,0.0,31661.0,"Located Along Aguinaldo Highway beside Orchard Golf and Country Club, less than 500 meters away from Ayala District mall and Daang Hari, property has a wide frontage. Asking Price 27,000 sqm. Gross Price Highly Negotibale For Sale Commercial Lot in Sali",Ryan Jess Granda,https://www.lamudi.com.ph/ryan-jess-a-granda/,FULLY VERIFIED,Cavite,120.9386138,14.3606045,NIOG,11.1809062035234,n5263050338,0.142436415685375,w575166088,1.33684598549186,Central Mall Dasmariñas	,1.14643261983296,w188289846,0.374569342075366,10,0,0,5,600000000.0 land 0.0 0.0 0.0 31661.0,CR,salitran dasmariñas,49000
"Paligawan, Silang",https://www.lamudi.com.ph/buy/cavite/silang/spacious-lot-with-rest-house-for-sale-in-paligawan-170929174691/,LA654B7298EE3C8PH,"Spacious Lot with Rest House For Sale in Paligawan, Silang, Cavite",48000000.0,land,0.0,0.0,0.0,3320.0,"Spacious 4000 sqm Lot with 300sqm Bungalow in Silang Cavite Price PHP 52,000,000",Anne Lim,https://www.lamudi.com.ph/anne-lim-agn/,FULLY VERIFIED,Cavite,120.981683,14.174665,NIOG,31.6076190639487,n5060445125,2.21269190801868,n2006277622,4.43468238897947,Acienda Outlet Mall,2.49712827243192,n6419075245,0.204180967134188,0,0,0,2,48000000.0 land 0.0 0.0 0.0 3320.0,CR,paligawan silang,49000
"Loma, Amadeo",https://www.lamudi.com.ph/buy/cavite/amadeo/commercial-lot-for-sale-in-amadeo-cavite-near-taga-172085416243/,LA66922692897D3PH,Commercial Lot For Sale in Amadeo Cavite near tagaytay bypass MC,60000000.0,land,0.0,0.0,0.0,4000.0," COMMERCIAL LOT FOR SALE Location Brgy. Loma, Amadeo Cavite near tagaytay by pass road Lot Area 4,000sqm 15K per sqm SELLING PRICE 60,000,000",Ms. Michelle,https://www.lamudi.com.ph/michelle-sampaga-agn/,FULLY VERIFIED,Cavite,120.9274,14.154435,NIOG,33.9370485134506,n6259420784,3.21485800948379,w807295353,3.30548469398738,Acienda Outlet Mall,4.81133997118301,w880082105,0.614826563878876,0,0,0,1,60000000.0 land 0.0 0.0 0.0 4000.0,CR,loma amadeo,49000
"Maduya, Carmona",https://www.lamudi.com.ph/projects/golden-mile-business-park/industrial-lot-for-sale-2457sqm-carmona-cavite-172076776135/,LA6690D51155781PH,"Industrial Lot FOR SALE 2457sqm Carmona, Cavite",120000000.0,land,0.0,0.0,0.0,2475.0,"Golden Mile Industrial Park Maduya Carmona, Cavite Type Industrial Lot Area 2475 sqm",NANNETTE/ELEANOR ASPREC,https://www.lamudi.com.ph/-agn-364158/,FULLY VERIFIED,Cavite,121.0637127,14.3179626,NIOG,19.263851248999,n7447733713,0.221910812569921,w1116684380,1.04033802616261,Walter Mart Carmona	,1.44395233929553,w145889470,0.328057383476094,10,0,0,6,120000000.0 land 0.0 0.0 0.0 2475.0,CR,maduya carmona,49000
"Tanauan, Tanza",https://www.lamudi.com.ph/buy/cavite/tanza/lot-for-sale-brgy-tanauan-tanza-cavite-171876273414/,LA66723CEEF2E0FPH,"Lot for Sale Brgy. Tanauan, Tanza, Cavite",80890200.0,land,0.0,0.0,0.0,44939.0,"Area 4.5 hectares 44,939 sqm Location Tanza, Cavite Price PHP1,800 sqm CASH SALE only Classification Agricultural Residential Issue Right of way Nearby Places Cabuko Resort Notre Dame of Trece Martires Saddle and Clubs Leisure Park",Dante De Guzman,https://www.lamudi.com.ph/asian-pacific-realty-and-brokerage-corp/,FULLY VERIFIED,Cavite,120.828878,14.292781,NIOG,23.2302408211237,n12047128520,2.20739026782533,w420997083,4.02729854878963,SM City Trece Martires,4.22562712974978,w1334285782,2.01618138245282,0,0,0,0,80890200.0 land 0.0 0.0 0.0 44939.0,CR,tanauan tanza,54000
"Matagbak I, Alfonso",https://www.lamudi.com.ph/buy/cavite/alfonso/alfonso-cavite-residential-or-farm-lot-171894581652/,LA667508183DB1FPH,Alfonso cavite residential or farm lot,208500000.0,land,0.0,0.0,0.0,20842.0,"For Sale Residential Farm Property Resort Location Alfonso, Cavite 25 mins from Twinlakes, Tagaytay Lot Area 20,842 square meters Details Fully fenced with Electricity, 100 meter frontage, Along Main Road with Beautiful view of Two Mountains separ",Grace Eboa,https://www.lamudi.com.ph/mary-grace-eboa-273213/,FULLY VERIFIED,Cavite,120.831339,14.1404,NIOG,37.9305978440548,n4447895289,4.92302539443867,w413772640,2.60494864535975,Twin Lakes by Megaworld,8.40218526857734,w985010699,1.32550437879233,0,0,0,0,208500000.0 land 0.0 0.0 0.0 20842.0,CR,matagbak alfonso,44000
"Sambong, Tagaytay",https://www.lamudi.com.ph/buy/cavite/tagaytay/for-sale-vacant-lot-in-tagaytay-cavite-171774443427/,LA6662B332DB413PH,"FOR SALE Vacant Lot in Tagaytay, Cavite",935723000.0,land,0.0,0.0,0.0,43522.0,"FOR SALE Vacant Lot in Tagaytay, Cavite SMB TLP0385 Mixed Use Vacant Lot Lot area 43,522 sqm Approx. 6 to 7.6 meters frontage x 148.07 meters depth Irregular and Sloping Elevation Below road level Price P935,723,000 P21,500 sqm gross Direct to owner",See A Broker,https://www.lamudi.com.ph/see-a-broker-agn/,FULLY VERIFIED,Cavite,120.9217714,14.0899678,NIOG,41.0946218536048,n5911201302,0.871064397810814,w91696604,2.23612075716155,Robinsons Tagaytay	,2.49147791244607,w247141925,0.443696764982194,2,0,0,1,935723000.0 land 0.0 0.0 0.0 43522.0,CR,sambong tagaytay,54000
Trece Martires,https://www.lamudi.com.ph/buy/cavite/trece-martires/5-5-hectares-lot-for-sale-in-trece-martires-eckhar-170160697578/,NO997LA03UIAINTRESPH,"5.5 Hectares Lot for Sale in Trece Martires, Eckhart Ang",385000000.0,land,0.0,0.0,0.0,55000.0,"Lot for Sale in CaviteLot Area 55,000 sqmPrice sqm Php 7000negotiablePhp 385,000,000",Eckhart Ang,https://www.lamudi.com.ph/eckhart-ang/,FULLY VERIFIED,Cavite,120.8722018,14.2726435,NIOG,22.7323097986741,n6295466457,0.35656212345307,r15916119,0.378720788067978,Walter Mart Trece Martires	,0.88758689095497,w1225108412,0.474996988383748,7,4,1,3,385000000.0 land 0.0 0.0 0.0 55000.0,CR,trece martires,37000
"Salitran I, Dasmariñas",https://www.lamudi.com.ph/buy/cavite/dasmarinas/prime-commercial-lot-for-sale-dasmari-as-cavite-ne-171923363183/,NO525LA24TKPINTRESPH,"Prime Commercial Lot for Sale Dasmariñas, Cavite near Vermosa",854847000.0,land,0.0,0.0,0.0,31661.0,"Commercial Lot in Salitran I, Dasmariñas Cavite Land Area 31,661 Price 854,847,000 Along Aguinaldo Highway One Lot Away From Orchard Golf And Country Club More Or Less 1 Km Away From Ayala District Mall Cor. Daang Hari And Aguinaldo And Hyundai Showr",Ralph Granda,https://www.lamudi.com.ph/ralph-granda/,FULLY VERIFIED,Cavite,120.93635,14.357185,NIOG,11.6021973071414,n5263050339,0.17666678908465,w575166088,1.0195588987074,Central Mall Dasmariñas	,0.781942039212231,w189306966,0.408242437451909,12,0,1,9,854847000.0 land 0.0 0.0 0.0 31661.0,CR,salitran dasmariñas,54000
Tanza,https://www.lamudi.com.ph/buy/cavite/tanza/lot-ideal-for-warehouse-and-light-industrial-factory-tanza-cavite-near-main-road/,LA616E4C9B81610PH,Lot Ideal for Warehouse and Light Industrial Factory Tanza Cavite near main road,51787500.0,land,0.0,0.0,0.0,4143.0,"Industrial Lot for Sale at Tanza Cavite Lot area 4,143 square meters Price 12,500 per square meter Stones throw away from main National Highway Accessible to big trucks, trailers, 40 footer and other long delivery vehicles One ride going to Manila via",Gen Billones,https://www.lamudi.com.ph/billionaire-agn/,FULLY VERIFIED,Cavite,120.8420114,14.3741125,NIOG,15.8279021897259,n5276615021,1.12486257500034,w190079521,1.95845763469608,SM City Tanza,2.26296435778584,w292669337,1.07736525355896,0,0,0,0,51787500.0 land 0.0 0.0 0.0 4143.0,CR,tanza,20000
"Sungay South-East, Tagaytay",https://www.lamudi.com.ph/buy/cavite/tagaytay/tagaytay-ligaya-lot-38-319sqm-over-looking-taal-id-170297551952/,LA5F676DFDED880PH,"Tagaytay Ligaya Lot 38,319sqm Over Looking Taal Ideal for Resort etc FOR SALE",60000000.0,land,0.0,0.0,0.0,38319.0,"FOR SALE Along Ligaya Dr., near Casa Labak by Windy Ridge Overlooking Taal Lake Ideal for Resorts, Resthouses, Golf Club Houses Retirement Homes Total Area 38,319 sqm Wide Frontage of 180 Meters Selling Price 60M at 1.6K sqm Betty Ongsiaco Gorospe RE",Betty Gorospe,https://www.lamudi.com.ph/-17482/,FULLY VERIFIED,Cavite,120.997322,14.120815,NIOG,37.6955579442976,n5060425130,2.05122050064722,n2623054157,3.87373531009763,Fora Mall,3.81914176391809,w454618021,0.617195983013561,0,0,0,4,60000000.0 land 0.0 0.0 0.0 38319.0,CR,sungay tagaytay,250000
Tagaytay,https://www.lamudi.com.ph/buy/cavite/tagaytay/overlooking-lot-for-sale-in-tagaytay-2/,LA5FF1D3FF7BEB9PH,Overlooking Lot For Sale in Tagaytay,9500000000.0,land,0.0,0.0,0.0,950000.0,TAGAYTAY PROPERTY FOR SALE!!!! The only remaining big chunk of land in Tagaytay 95 Hectares Overlooking Taal Lake P10k per sqm Asking price. Negotiable,Eckhart Ang,https://www.lamudi.com.ph/eckhart-ang/,FULLY VERIFIED,Cavite,121.0088385,14.260047,NIOG,22.698437081916,n5416056168,2.42520886147892,w591128598,3.04894307727679,Midtown Square	,2.59854033339871,w507930941,0.387606442283757,0,0,0,3,9500000000.0 land 0.0 0.0 0.0 950000.0,CR,tagaytay,54000
Tagaytay,https://www.lamudi.com.ph/buy/cavite/tagaytay/3-7-has-overlooking-lot-for-sale-in-tagaytay-city-170797729731/,LA65CC5E34480A8PH,"3.7 Has. Overlooking Lot for Sale in Tagaytay City, Cavite EGR",148000000.0,land,0.0,0.0,0.0,37000.0,"Overlooking Lot for Sale in Tagaytay Prime location in Tagaytay 37,000sqm 3.7 Has 4000 sqm GROSS TITLE COMMERCIAL AREA GOOD FOR INVESTMENT FOR RESTAURANT CONDO HOTEL PRICE 148,000,000",Ms. Emma,https://www.lamudi.com.ph/anselma-ronario-agn/,FULLY VERIFIED,Cavite,121.0088385,14.260047,NIOG,22.698437081916,n5416056168,2.42520886147892,w591128598,3.04894307727679,Midtown Square	,2.59854033339871,w507930941,0.387606442283757,0,0,0,3,148000000.0 land 0.0 0.0 0.0 37000.0,CR,tagaytay,250000
"Paliparan II, Dasmariñas",https://www.lamudi.com.ph/buy/cavite/dasmarinas/molino-paliparan-road-commercial-lot-for-sale-in-d-167786881956/,LA64019468BFEE7PH,"Molino Paliparan Road Commercial Lot for Sale in Dasmariñas, Cavite",236280000.0,land,0.0,0.0,0.0,4296.0,"Property Code C002 For Sale Commercial Lot Along Molino Paliparan Road, Dasmariñas, Cavite Can be used as Gas Station Warehouse Grocery Store Commercial Bldg High potenial for land banking since its infront of the Villar Land Development",Emmanuel Joseph Flores,https://www.lamudi.com.ph/-agn-10752/,SEMI VERIFIED,Cavite,120.98361,14.34264,NIOG,13.1874272198996,n7490869131,0.205664128033831,w1318774954,1.15980501594686,The District Dasmariñas by Ayala Malls,1.9535578671334,n6164979460,1.19261099665418,6,0,0,0,236280000.0 land 0.0 0.0 0.0 4296.0,CR,paliparan ii dasmariñas,1600
"Sulsugin, Alfonso",https://www.lamudi.com.ph/buy/cavite/alfonso/investment-agricultural-lot-in-alfonso-cavite-171627885552/,LA66468E260A438PH,"Investment Agricultural Lot in Alfonso, Cavite",17500000.0,land,0.0,0.0,0.0,5229.0,"FOR SALE Investment Agricultural Lot in Alfonso, Cavite The property has some fruit producing trees, rich and fertile soil for growing crops and grazing livestock, perfect for aspiring farmers or if you are looking for a peaceful retirement home. Fronti",Dominique Rustia,javascript:void(0);,BASIC,Cavite,120.866616,14.101915,NIOG,40.8240586743211,n11368475208,2.58406356389831,w413772640,4.376181518094,Twin Lakes by Megaworld,3.77646450314758,w764351795,0.733072758853379,0,0,0,1,17500000.0 land 0.0 0.0 0.0 5229.0,CR,sulsugin alfonso,250000
"Barangay IV, Amadeo",https://www.lamudi.com.ph/buy/cavite/amadeo/title-ready-lot-2726sqm-amadeo-cavite-just-p3-5k-s-171109506030/,LA65FD3D14C2B11PH,"Title Ready Lot 2726sqm Amadeo, Cavite, just P3.5k sqm",9541000.0,land,0.0,0.0,0.0,2726.0,This lot has a 21m frontage to a main 7m Brgy Road in Amadeo. It is flat with mainly banana and the far end has a creek boundary. The lot is raised from the road level and benefits from a good drainage ditch to the road side. It is literally 2 minutes fr,Andrew Palmer,javascript:void(0);,BASIC,Cavite,120.921758,14.17768,NIOG,31.4534343402088,n9549241642,4.16343833035274,w807295353,1.2193092952026,Acienda Outlet Mall,4.22765227363398,w404337894,0.847387991875818,0,0,0,1,9541000.0 land 0.0 0.0 0.0 2726.0,CR,barangay iv amadeo,155000
"Barangay X, Amadeo",https://www.lamudi.com.ph/buy/cavite/amadeo/ideal-small-sub-div-potential-7000sqm-150m-frontag-171155436886/,LA65FA7F4B99711PH,Ideal Small Sub Div Potential. 7000sqm 150m frontage Nr Amadeo Center P3.5k sqm,24500000.0,land,0.0,0.0,0.0,7000.0,"This 7000sqm lot has a tax dec with approved plan. It is located only 3 4 minutes from Crisanto de los Reyes Avenue and Amadeo Town Center and benefits from a 150m frontage to a Brgy road, making it ideal for sub division, possible of 7 x 1000sqm all wit",Andrew Palmer,javascript:void(0);,BASIC,Cavite,120.919617,14.171945,NIOG,32.1129867297056,n9549241642,4.29013347472838,w807295353,1.81755775459021,Acienda Outlet Mall,4.59272398398427,w404337894,0.289627001107078,0,0,0,3,24500000.0 land 0.0 0.0 0.0 7000.0,CR,barangay x amadeo,108000
"Mag-Asawang Ilat, Tagaytay",https://www.lamudi.com.ph/buy/cavite/tagaytay/for-sale-tagaytay-lot-1-87-hectares-near-anya-reso-168023407141/,LA6426565780489PH,"For Sale Tagaytay Lot 1.87 Hectares near Anya Resort Tagaytay Mag Asawang Ilat,Tagayt...",102701500.0,land,0.0,0.0,0.0,18673.0,"Tagaytay Lot 1.87 Hectare Near Anya Resort Tagaytay LA 18,673 sqm total 1.87 hectare Tagaytay Lot 1.87 hectare near Anya Resort Tagaytay Build your estate in this 1.87 hectare Tagaytay lot located near Anya Resort Tagaytay. This is a semi developed pr",Upside Philippines Inc.,https://www.lamudi.com.ph/upside-philippines-inc-agn-158528/,BASIC,Cavite,120.965346,14.131595,NIOG,36.2892129317258,n6329802755,1.59215945510813,n9948629187,1.30475313878178,Fora Mall,1.78195798403396,n4407058390,0.498043426085574,0,0,0,6,102701500.0 land 0.0 0.0 0.0 18673.0,CR,ilat tagaytay,340000
Amadeo,https://www.lamudi.com.ph/buy/cavite/amadeo/for-sale-amadeo-cavite-4-503-sqm-residential-lot-171014359595/,LA65EEB86B7058BPH,"FOR SALE Amadeo, Cavite, 4,503 sqm. Residential Lot",23000000.000000004,land,0.0,0.0,0.0,4503.0,"Property Type Residential Lot Property Size 4,503 sqm. Location Amadeo City, Cavite Selling Price Php 23,000,000",Rachel Fernandez,https://www.lamudi.com.ph/rachel-fernandez-agn-656924/,SEMI VERIFIED,Cavite,120.9275011,14.1739905,NIOG,31.7844483168442,n9549241642,3.47322415855418,w807295353,1.17940193970154,Acienda Outlet Mall,3.71238192503994,w192083310,0.764544878069559,0,0,0,3,23000000.000000004 land 0.0 0.0 0.0 4503.0,CR,amadeo,49000
"Marahan I, Alfonso",https://www.lamudi.com.ph/buy/cavite/alfonso/dream-farm-lot-in-alfonso-cavite-that-can-help-you-171628130257/,LA66453DE489B5CPH,"Dream Farm Lot in Alfonso, Cavite That Can Help You Double Your Investment.",26589500.0,land,0.0,0.0,0.0,7597.0,"FOR SALE Dream Farm Lot in Alfonso, Cavite that can help double your investment. Beautiful agricultural property with rich and fertile soil. Adaptable for producing fruit trees, vegetables, and other crops or grazing livestock for farm seekers. A great",Dominique Rustia,javascript:void(0);,BASIC,Cavite,120.841759,14.146335,NIOG,36.9174470320011,n4447895289,5.86200137028037,w413772640,1.63986687791963,Twin Lakes by Megaworld,8.73435607055266,w791652805,1.65809953166332,0,0,0,0,26589500.0 land 0.0 0.0 0.0 7597.0,CR,marahan alfonso,250000
"Banaybanay, Amadeo",https://www.lamudi.com.ph/buy/cavite/amadeo/1800sqm-lot-for-sale-35m-frontage-to-east-west-roa-171427042450/,LA662DB0D8E4D66PH,"1800sqm Lot for sale 35m frontage to East West Road, Amadeo. P12k sqm",21600000.0,land,0.0,0.0,0.0,1800.0,"Great location! Approx 35m frontage to East West Road, close to Crisanto interchange and on corner of the entrance to a new subdivision for 2000 homes. Would suit all types of commercial enterprise, or prestigious residential location with easy access to",Andrew Palmer,javascript:void(0);,BASIC,Cavite,120.934106,14.205725,NIOG,28.2182569971985,n907842799,2.47437778188913,n2645909763,2.41474797040095,Acienda Outlet Mall,3.75091020789143,n924127534,0.43906001917176,0,0,0,6,21600000.0 land 0.0 0.0 0.0 1800.0,CR,banaybanay amadeo,250000
"Labac, Naic",https://www.lamudi.com.ph/buy/cavite/naic/for-sale-building-and-land-in-naic-cavite-172043329410/,LA6683D5A086F3BPH,"For Sale Building and Land in Naic, Cavite",25000000.0,land,0.0,0.0,0.0,1930.0,Clean title with updated real property tax.,Tintin Medel,javascript:void(0);,BASIC,Cavite,120.742198,14.307135,NIOG,28.8937280084183,n11377445569,6.44177908761259,w1217945260,3.23428843978086,The Stadium Shopping Strip	,4.21405070330744,w984178298,0.627771179813446,0,0,0,1,25000000.0 land 0.0 0.0 0.0 1930.0,CR,labac naic,400000
"Loma, Amadeo",https://www.lamudi.com.ph/buy/cavite/amadeo/frontage-to-main-h-way-titled-1560sqm-lot-for-sale-171773808627/,LA662733086BEB7PH,"Frontage to Main H'way. Titled 1560sqm Lot for Sale, Amadeo. P15k sqm neg ",23400000.0,land,0.0,0.0,0.0,1560.0,"This TITLED overlooking lot of 1560sqm has an 11m frontage to Crisanto de los Reyes Avenue. The land slopes after approx 20m to a flat area to the rear, giving good views away from the main highway. Quiet location, suitable for both residential and comme",Andrew Palmer,javascript:void(0);,BASIC,Cavite,120.9274,14.154435,NIOG,33.9370485134506,n6259420784,3.21485800948379,w807295353,3.30548469398738,Acienda Outlet Mall,4.81133997118301,w880082105,0.614826563878876,0,0,0,1,23400000.0 land 0.0 0.0 0.0 1560.0,CR,loma amadeo,37000
"Salitran II, Dasmariñas",https://www.lamudi.com.ph/buy/cavite/dasmarinas/exclusive-lot-for-sale-in-salitran-2-dasmari-as-ci-171497478716/,LA66387043DE7D6PH,"Exclusive Lot For Sale in Salitran 2, Dasmariñas City near De La Salle HSI",95000000.0,land,0.0,0.0,0.0,10000.0,"Lot Area 10,000 sqm Clean Title updated tax Market Value 12 K 15 K per sqm Down The Price to 9,500 Sqm 95,000,000 Infront of Newly developed Amaris Citi Homes,Near New Cityhall of Dasmariñas, De La Salle HSI New Compound Building Addre",Rommel Roa,https://www.lamudi.com.ph/rommel-roa-realty-agn/,FULLY VERIFIED,Cavite,120.939012,14.344825,NIOG,12.8875481962854,n5263361667,0.221137864187731,w575166088,0.420792319272358,Central Mall Dasmariñas	,0.615421334791709,n12094898389,0.246489040532608,17,1,1,9,95000000.0 land 0.0 0.0 0.0 10000.0,CR,salitran ii dasmariñas,20000
"Caluangan, Magallanes",https://www.lamudi.com.ph/buy/cavite/magallanes-1/farm-lot-for-sale-in-magallanes-caluangan-cavite-w-171135082528/,LA6601242968CA1PH,"Farm Lot For Sale in Magallanes, Caluangan Cavite with fruit bearing trees",112000000.0,land,0.0,0.0,0.0,40000.0,"Magallanes Farm lot for Sale in Caluangan, Cavite Lot area 4 hectars 40,000sqm With fruit bearing trees dalandan, camote banana trees Good for Poultry farms Titled with fruit trees Price php 2,800 per sqm Angela Silverio",Angela Silverio,https://www.lamudi.com.ph/nani-silverio-stanfordpropertiesgmailcom/,FULLY VERIFIED,Cavite,120.763727,14.167977,NIOG,38.5727046946978,n6389746289,9.00257316106351,w413772640,10.3782200041602,Twin Lakes by Megaworld,14.9304910359725,w791652825,1.19776239615573,0,0,0,0,112000000.0 land 0.0 0.0 0.0 40000.0,CR,caluangan magallanes,340000
